UnitID,TimeStamp,EquipmentBarcoding,ItemNumber,ItemName,ItemCategory,ItemCount,AssetTag,SerialNumber,AssetType,Manufacture,Model,EquipCondition,Cost,DatePurchased,OwnOrLeased
0,11/2/12 10:15,,12271,DEMO HAMMER,POWER TOOLS,EACH,000176,,Serialized,NA,,OK,,,Own
0,11/2/12 10:18,,12230,ELECTRIC DRILL,DRILLS & DRILL BITS,EACH,000177,,Serialized,NA,90 Degree Drill,OK,,,Own
0,11/2/12 9:36,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000856,,Serialized,NA,,OK,,,Own
0,11/2/12 10:27,,12362,SMALL GAS GENERATOR,EQUIPMENT/MATERIALS,EACH,M0000823,03,Serialized,Dewalt,,OK,,,Own
0,11/2/12 9:36,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000857,,Serialized,NA,,OK,,,Own
0,11/2/12 10:42,,12161,PRESSURE WASHER 220,PRESSURE WASHERS,EACH,M0000918,37F962W576G1,Serialized,Dirt Killer,,OK,,,Own
0,11/2/12 10:51,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000844,,Serialized,NA,,OK,,,Own
0,11/2/12 10:52,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000169,,Serialized,NA,,OK,,,Own
0,11/2/12 10:53,,12254,POWER SCRAPER,TILE & CARPET REMOVAL TOOLS,EACH,M0000662,000003,Serialized,NA,#3,OK,,,Own
0,11/2/12 10:58,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000832,,Serialized,NA,,OK,,,Own
0,11/2/12 9:33,,12261,CHOPSAW,POWER TOOLS,EACH,M0000827,444708,Serialized,NA,Dewalt,OK,,,Own
0,11/2/12 9:33,,12261,CHOPSAW,POWER TOOLS,EACH,M0000828,9902P0443,Serialized,NA,Dewalt,OK,,,Own
0,11/2/12 9:33,,12093,WATER HEATER,DECON EQUIPMENT,EACH,000562,,Serialized,NA,,OK,,,Own
0,11/2/12 9:34,,12093,WATER HEATER,DECON EQUIPMENT,EACH,000563,,Serialized,NA,,OK,,,Own
0,11/2/12 9:34,,12093,WATER HEATER,DECON EQUIPMENT,EACH,000566,,Serialized,NA,,OK,,,Own
0,11/2/12 9:34,,12093,WATER HEATER,DECON EQUIPMENT,EACH,000565,,Serialized,NA,,OK,,,Own
0,11/2/12 10:23,,12269,SAWZALL,POWER TOOLS,EACH,000178,105001667,Serialized,NA,Bosch RS,OK,,,Own
0,11/13/12 14:19,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000331,,Serialized,NA,,OK,,,Own
0,10/22/12 10:59,,000419,  GRINDER,POWER TOOLS,EACH,000441,,Serialized,NA,Bosch cup grinder,OK,,,Own
0,11/13/12 14:02,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000327,,Serialized,NA,,OK,,,Own
0,11/13/12 14:05,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000687,,Serialized,NA,,OK,,,Own
0,11/13/12 14:05,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000052,,Serialized,NA,,OK,,,Own
0,11/13/12 14:05,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000163,,Serialized,NA,,OK,,,Own
0,11/13/12 14:06,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000054,,Serialized,NA,,OK,,,Own
0,10/23/12 9:31,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000771,,Serialized,NA,Dan Gulickson,OK,,,Own
0,10/23/12 9:31,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000754,,Serialized,NA,Dave Erickson,OK,,,Own
0,10/23/12 12:52,,12231,CORDLESS DRILL,DRILLS & DRILL BITS,EACH,000508,783002276,Serialized,NA,Bosch000509,OK,,,Own
0,10/23/12 12:52,,12231,CORDLESS DRILL,DRILLS & DRILL BITS,EACH,000509,,Serialized,NA,Bosch000509,OK,,,Own
0,11/13/12 14:01,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000172,,Serialized,NA,,OK,,,Own
0,11/13/12 14:19,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000635,,Serialized,NA,,OK,,,Own
0,11/13/12 14:00,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000158,,Serialized,NA,,OK,,,Own
0,11/13/12 14:19,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000162,,Serialized,NA,,OK,,,Own
0,10/23/12 12:50,,12116,ULTI VACS,HEPA'S / VACUUMS,EACH,000515,3M2,Serialized,NA,ACM,OK,,,Own
0,11/13/12 14:22,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000536,,Serialized,NA,,OK,,,Own
0,11/13/12 14:25,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000539,,Serialized,NA,,OK,,,Own
0,11/13/12 14:26,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000532,,Serialized,NA,,OK,,,Own
0,11/13/12 14:26,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000535,,Serialized,NA,,OK,,,Own
0,11/13/12 14:26,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000531,,Serialized,NA,,OK,,,Own
0,11/13/12 10:18,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000610,1129000151,Serialized,NA,Titan Impact,OK,,,Own
0,11/13/12 10:20,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000624,000035,Serialized,Aerospace,DEMO,OK,,,Own
0,11/13/12 10:20,,12328,110 AIR COMPRESSOR,DUCT MATERIALS/EQUIPMENT,EACH,M0000609,678384001526,Serialized,Ingersoll  Rand,,OK,,,Own
0,11/13/12 8:33,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000617,,Serialized,NA,,OK,,,Own
0,10/23/12 12:50,,12116,ULTI VACS,HEPA'S / VACUUMS,EACH,000516,,Serialized,NA,ACM,OK,,,Own
0,11/13/12 12:55,,12254,POWER SCRAPER,TILE & CARPET REMOVAL TOOLS,EACH,M0000608,000001,Serialized,Floortec,,OK,,,Own
0,10/22/12 11:01,,12260,POWER SHEARS,POWER TOOLS,EACH,000311,,Serialized,NA,,OK,,,Own
0,10/22/12 11:01,,12260,POWER SHEARS,POWER TOOLS,EACH,000310,,Serialized,NA,,OK,,,Own
0,10/22/12 11:03,,12264,GRINDER,POWER TOOLS,EACH,000421,,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,10/22/12 11:03,,12264,GRINDER,POWER TOOLS,EACH,000420,204000170,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,10/22/12 11:03,,12264,GRINDER,POWER TOOLS,EACH,000423,,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,10/22/12 11:03,,12264,GRINDER,POWER TOOLS,EACH,000431,,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,10/22/12 11:03,,12264,GRINDER,POWER TOOLS,EACH,000425,002000179,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,10/22/12 11:03,,12264,GRINDER,POWER TOOLS,EACH,000433,,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,10/22/12 11:04,,12264,GRINDER,POWER TOOLS,EACH,000434,,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,10/22/12 11:04,,12264,GRINDER,POWER TOOLS,EACH,000414,,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,11/13/12 14:01,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000050,,Serialized,NA,,OK,,,Own
0,10/22/12 11:04,,12264,GRINDER,POWER TOOLS,EACH,000415,,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,11/14/12 8:54,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000289,000206,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 13:13,,12384,FILE BOX,EQUIPMENT/MATERIALS,EACH,M0000621,,Serialized,NA,John Black,OK,,,Own
0,11/13/12 13:19,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000652,,Serialized,NA,,OK,,,Own
0,11/13/12 13:31,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000126,000009,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 13:37,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000534,000100,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 13:43,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000533,3805A,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 13:46,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000057,752001,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 13:47,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000190,000132,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 13:52,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000109,000216,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 13:55,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000537,000409,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 13:58,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000669,,Serialized,NA,,OK,,,Own
0,11/13/12 13:59,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000046,,Serialized,NA,,OK,,,Own
0,10/22/12 11:04,,12264,GRINDER,POWER TOOLS,EACH,000413,584000116,Serialized,NA,"5"" Bosch Cut Off",OK,,,Own
0,11/29/12 12:33,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000424,045404,Serialized,Aerospace,ACM,OK,,,Own
0,11/27/12 9:14,,12446,DUMP CART 1 YD,MATERIAL HANDLING,EACH,M0000395,,Serialized,NA,,OK,,,Own
0,10/18/12 15:45,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000681,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:46,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000680,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:46,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000683,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:47,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000686,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:47,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000310,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:47,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000678,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:47,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000676,,Serialized,NA,NA,OK,,,Own
0,11/29/12 12:23,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000545,060905,Serialized,Aerospace,ACM,OK,,,Own
0,11/29/12 12:27,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000203,000136,Serialized,Aerospace,ACM,OK,,,Own
0,10/18/12 15:41,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000299,,Serialized,NA,NA,OK,,,Own
0,11/29/12 12:30,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000415,000113,Serialized,Aerospace,ACM,OK,,,Own
0,10/18/12 15:41,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000006,,Serialized,NA,NA,OK,,,Own
0,11/29/12 12:37,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000399,000014,Serialized,Aerospace,ACM,OK,,,Own
0,11/29/12 12:43,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000387,003287,Serialized,Aerospace,ACM,OK,,,Own
0,11/29/12 12:44,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000229,000210,Serialized,Aerospace,ACM,OK,,,Own
0,11/29/12 12:44,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000379,000038,Serialized,Aerospace,ACM,OK,,,Own
0,11/27/12 10:18,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000546,368010,Serialized,Aerospace,ACM,OK,,,Own
0,10/23/12 10:49,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000992,,Serialized,NA,,OK,,,Own
0,11/27/12 11:02,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000425,,Serialized,NA,,OK,,,Own
0,11/27/12 11:03,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000547,,Serialized,NA,,OK,,,Own
0,11/27/12 11:04,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000445,,Serialized,NA,,OK,,,Own
0,11/27/12 11:04,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000446,,Serialized,NA,,OK,,,Own
0,11/13/12 15:08,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000141,P02E53677,Serialized,Mastercraft,ACM,OK,,,Own
0,11/29/12 12:28,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000560,000311,Serialized,Aerospace,ACM,OK,,,Own
0,10/23/12 10:58,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000987,000257,Serialized,Mastercraft,,OK,,,Own
0,10/29/12 14:51,,12172,PERSONAL/ROTOMETER,MONITORING EQUIPMENT,EACH,000555,101685,Serialized,NA,BDX,OK,,,Own
0,10/29/12 14:51,,12173,HIGH FLOW PUMP,MONITORING EQUIPMENT,EACH,000553,000307,Serialized,NA,Gast,OK,,,Own
0,10/29/12 14:52,,12173,HIGH FLOW PUMP,MONITORING EQUIPMENT,EACH,000554,000324,Serialized,NA,Gast,OK,,,Own
0,10/23/12 10:50,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000738,,Serialized,NA,Sean Hanson,OK,,,Own
0,10/23/12 10:51,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000993,,Serialized,NA,Steve Sederstrom,OK,,,Own
0,10/23/12 10:52,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000995,,Serialized,NA,Mike Girard,OK,,,Own
0,10/23/12 10:53,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000994,,Serialized,NA,Brian Schouweiler,OK,,,Own
0,10/23/12 10:54,,12390,GANG BOX SMALL,EQUIPMENT/MATERIALS,EACH,M0000781,,Serialized,NA,Demo,OK,,,Own
0,10/23/12 10:56,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000742,,Serialized,NA,Heath Nelson,OK,,,Own
0,10/23/12 10:57,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000989,P00F28712,Serialized,Mastercraft,,OK,,,Own
0,10/18/12 15:43,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000161,,Serialized,NA,NA,OK,,,Own
0,10/23/12 10:58,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000988,P00H30929,Serialized,Mastercraft,,OK,,,Own
0,11/27/12 9:21,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000405,,Serialized,NA,,OK,,,Own
0,10/23/12 10:58,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000985,000258,Serialized,Mastercraft,ACM,OK,,,Own
0,10/23/12 10:58,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000986,P04H82011,Serialized,Mastercraft,,OK,,,Own
0,10/23/12 10:49,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000735,,Serialized,NA,Dewey,OK,,,Own
0,10/18/12 15:38,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000699,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:39,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000631,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:39,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000316,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:40,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000016,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:40,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000632,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:40,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000633,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:41,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000691,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:41,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000690,,Serialized,NA,NA,OK,,,Own
0,10/23/12 10:50,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000756,,Serialized,NA,Micah,OK,,,Own
0,11/15/12 10:59,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000596,,Serialized,NA,,OK,,,Own
0,10/23/12 10:48,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000991,,Serialized,NA,,OK,,,Own
0,11/16/12 8:45,,12242,CARPET PULLER ELEC,TILE & CARPET REMOVAL TOOLS,EACH,M0000426,C4C17DC10A,Serialized,NA,Leeson,OK,,,Own
0,11/16/12 8:48,,12242,CARPET PULLER ELEC,TILE & CARPET REMOVAL TOOLS,EACH,M0000598,000002,Serialized,NA,National,OK,,,Own
0,11/15/12 11:07,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000605,,Serialized,NA,,OK,,,Own
0,11/15/12 7:51,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000540,,Serialized,NA,,OK,,,Own
0,11/15/12 9:36,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000526,075230,Serialized,Aerospace,ACM,OK,,,Own
0,11/15/12 9:44,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000594,000013,Serialized,Mastercraft,HVAC,OK,,,Own
0,11/15/12 9:45,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000595,000027,Serialized,Mastercraft,HVAC,OK,,,Own
0,11/15/12 9:52,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000597,1229200264,Serialized,NA,HVAC,OK,,,Own
0,11/15/12 9:52,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000596,,Serialized,NA,HVAC,OK,,,Own
